flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
177,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",2:20,,29/10/18,30/03/19
643,TestIndigo,Delhi,Pune,Saturday,4:50,,28/10/18,28/10/18
643,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:50,,29/10/18,30/03/19
769,TestIndigo,Delhi,Pune,Friday,8:10,10:15,03/11/18,30/03/19
769,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",8:20,10:30,28/10/18,29/03/19
105,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",14:40,16:50,28/10/18,29/03/19
286,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:45,20:00,28/10/18,30/03/19
671,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:50,23:00,28/10/18,30/03/19
951,TestIndigo,Delhi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:30,,28/10/18,30/03/19
209,TestIndigo,Nagpur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0:10,,20/11/18,30/03/19
135,TestIndigo,Nagpur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",12:40,,28/10/18,29/03/19
221,TestIndigo,Nagpur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:10,,28/10/18,30/03/19
835,TestIndigo,Lucknow,Pune,Tuesday,1:15,,12/12/18,27/03/19
835,TestIndigo,Lucknow,Pune,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",1:15,,09/12/18,30/03/19
337,TestIndigo,Kochi,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0:25,2:10,28/10/18,30/03/19
528,TestIndigo,Kochi,Pune,Monday,13:20,15:00,30/10/18,26/03/19
351,TestIndigo,Ahmedabad,Pune,Saturday,4:40,,28/10/18,28/10/18
351,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:40,,29/10/18,30/03/19
202,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",16:10,17:25,28/10/18,29/03/19
674,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:55,23:10,28/10/18,30/03/19
351,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:35,5:55,31/03/19,26/10/19
202,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",16:10,17:25,31/03/19,25/10/19
674,TestIndigo,Ahmedabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:50,23:10,31/03/19,26/10/19
116,TestIndigo,Jaipur,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:15,,28/10/18,30/03/19
682,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0:10,,28/10/18,29/03/19
699,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",3:05,4:30,29/10/18,30/03/19
408,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:25,,29/10/18,30/03/19
6104,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",9:40,11:05,28/10/18,29/03/19
287,TestIndigo,Bengaluru,Pune,Saturday,10:55,12:30,28/10/18,24/03/19
528,TestIndigo,Bengaluru,Pune,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:55,18:30,28/10/18,30/11/18
528,TestIndigo,Bengaluru,Pune,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:55,18:30,01/12/18,30/03/19
426,TestIndigo,Bengaluru,Pune,Monday,20:25,,30/10/18,26/03/19
426,TestIndigo,Bengaluru,Pune,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:25,21:50,28/10/18,30/03/19
232,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:45,,28/10/18,30/03/19
952,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0:10,,31/03/19,25/10/19
699,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",3:05,,31/03/19,25/10/19
408,TestIndigo,Bengaluru,Pune,Tuesday,5:25,,03/04/19,23/10/19
408,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",5:25,,01/04/19,26/10/19
6104,TestIndigo,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",9:40,11:05,31/03/19,25/10/19
6287,TestIndigo,Bengaluru,Pune,Saturday,11:05,12:30,31/03/19,20/10/19
401,TestIndigo,Chennai,Pune,Saturday,3:30,,28/10/18,28/10/18
401,TestIndigo,Chennai,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",3:30,,29/10/18,30/03/19
502,TestIndigo,Chennai,Pune,Friday,8:10,9:55,03/11/18,30/03/19
502,TestIndigo,Chennai,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",8:50,10:30,28/10/18,29/03/19
311,TestIndigo,Chennai,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",11:40,13:15,28/10/18,29/03/19
385,TestIndigo,Chennai,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:20,,28/10/18,30/03/19
631,TestIndigo,Coimbatore,Pune,"Monday,Tuesday,Wednesday,Thursday",14:40,,30/10/18,29/03/19
117,TestIndigo,Goa,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",2:05,3:10,28/10/18,30/03/19
794,TestIndigo,Kolkata,Pune,Friday,19:15,21:55,03/11/18,30/03/19
794,TestIndigo,Kolkata,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",19:15,22:00,28/10/18,29/03/19
277,TestIndigo,Kolkata,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:05,,28/10/18,30/03/19
6248,TestIndigo,Kolkata,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:35,,28/10/18,30/03/19
481,TestIndigo,Hyderabad,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,16:45,28/10/18,30/03/19
2746,TestIndigo,Delhi,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:55,9:10,28/10/18,30/03/19
2554,TestIndigo,Delhi,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15,14:25,28/10/18,30/03/19
749,TestIndigo,Mumbai,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:15,13:40,28/10/18,30/03/19
764,TestIndigo,Mumbai,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,,02/12/18,30/03/19
764,TestIndigo,Mumbai,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:10,,28/10/18,01/12/18
442,TestIndigo,Jaipur,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,17:05,28/10/18,30/11/18
442,TestIndigo,Jaipur,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,17:05,01/12/18,15/02/19
442,TestIndigo,Jaipur,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,17:05,16/02/19,30/03/19
968,TestIndigo,Bengaluru,Udaipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:10,17:30,28/10/18,30/03/19
968,TestIndigo,Bengaluru,Udaipur,Monday,10:40,13:05,02/04/19,22/10/19
978,TestIndigo,Bengaluru,Udaipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:30,13:50,31/03/19,26/10/19
513,TestIndigo,Chennai,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:20,11:50,28/10/18,30/03/19
7105,TestIndigo,Hyderabad,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:25,,28/10/18,29/03/19
7105,TestIndigo,Hyderabad,Tirupati,Saturday,6:25,,28/10/18,28/10/18
7112,TestIndigo,Hyderabad,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:45,14:10,28/10/18,30/03/19
7116,TestIndigo,Hyderabad,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:10,20:35,28/10/18,30/03/19
7993,TestIndigo,Kolhapur,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:05,11:00,28/10/18,30/03/19
7107,TestIndigo,Bengaluru,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:30,10:30,28/10/18,30/03/19
7114,TestIndigo,Bengaluru,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:45,16:45,28/10/18,30/03/19
7107,TestIndigo,Bengaluru,Tirupati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:30,10:30,31/03/19,26/10/19
251,TestIndigo,Delhi,Guwahati,Saturday,5:30,,28/10/18,28/10/18
251,TestIndigo,Delhi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:30,,29/10/18,30/03/19
939,TestIndigo,Delhi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:45,10:20,28/10/18,30/03/19
889,TestIndigo,Delhi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,15:40,28/10/18,30/03/19
694,TestIndigo,Delhi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:25,19:45,28/10/18,30/03/19
954,TestIndigo,Varanasi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15,13:15,28/10/18,30/03/19
726,TestIndigo,Bhubaneswar,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:30,8:15,28/10/18,30/03/19
433,TestIndigo,Bagdogra,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,16:25,28/10/18,30/03/19
433,TestIndigo,Bagdogra,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:05,16:50,31/03/19,26/10/19
659,TestIndigo,Kochi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:40,9:00,25/11/18,30/03/19
958,TestIndigo,Mumbai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:10,10:10,28/10/18,30/03/19
813,TestIndigo,Mumbai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,19:50,28/10/18,30/03/19
895,TestIndigo,Amritsar,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:10,,28/10/18,30/03/19
895,TestIndigo,Amritsar,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:50,22:30,31/03/19,26/10/19
614,TestIndigo,Imphal,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:45,10:40,28/10/18,30/03/19
3906,TestIndigo,Imphal,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,13:05,28/10/18,30/03/19
187,TestIndigo,Imphal,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45,14:30,28/10/18,30/03/19
6146,TestIndigo,Ahmedabad,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:00,20:20,31/03/19,26/10/19
457,TestIndigo,Bengaluru,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:55,,28/10/18,29/03/19
119,TestIndigo,Bengaluru,Guwahati,Saturday,15:25,18:20,28/10/18,24/03/19
119,TestIndigo,Bengaluru,Guwahati,Monday,15:25,,30/10/18,26/03/19
119,TestIndigo,Bengaluru,Guwahati,"Sunday,Tuesday,Wednesday,Thursday,Friday",15:25,18:20,29/10/18,30/03/19
798,TestIndigo,Bengaluru,Guwahati,Monday,19:40,,30/10/18,26/03/19
798,TestIndigo,Bengaluru,Guwahati,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,,28/10/18,30/03/19
457,TestIndigo,Bengaluru,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:50,,31/03/19,25/10/19
7251,TestIndigo,Silchar,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:50,9:20,02/01/19,30/03/19
112,TestIndigo,Chennai,Guwahati,Saturday,5:10,,28/10/18,28/10/18
112,TestIndigo,Chennai,Guwahati,Saturday,5:10,,04/11/18,02/12/18
112,TestIndigo,Chennai,Guwahati,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:10,,04/12/18,16/12/18
112,TestIndigo,Chennai,Guwahati,Sunday,5:10,,03/12/18,10/12/18
112,TestIndigo,Chennai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",5:10,,29/10/18,01/12/18
112,TestIndigo,Chennai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:10,,17/12/18,30/03/19
571,TestIndigo,Chennai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",15:00,18:00,28/10/18,29/03/19
364,TestIndigo,Chennai,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,21:40,28/10/18,30/03/19
3645,TestIndigo,Dibrugarh,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45,14:40,28/10/18,30/03/19
465,TestIndigo,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:15,10:00,28/10/18,30/11/18
465,TestIndigo,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:15,10:00,01/12/18,15/02/19
465,TestIndigo,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:15,10:00,16/02/19,30/03/19
524,TestIndigo,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:40,15:30,30/11/18,30/03/19
316,TestIndigo,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:15,17:05,28/10/18,30/03/19
465,TestIndigo,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:15,10:00,31/03/19,26/10/19
524,TestIndigo,Agartala,Guwahati,Monday,14:35,,02/04/19,22/10/19
524,TestIndigo,Agartala,Guwahati,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:35,15:20,31/03/19,26/10/19
316,TestIndigo,Agartala,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:15,17:00,31/03/19,26/10/19
899,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0:10,1:25,02/01/19,30/03/19
3955,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:20,6:40,28/10/18,30/11/18
3955,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:20,6:40,16/02/19,30/03/19
623,TestIndigo,Kolkata,Guwahati,Saturday,6:50,,28/10/18,28/10/18
623,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:50,,29/10/18,30/03/19
207,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:40,11:50,28/10/18,30/03/19
833,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:30,12:40,28/10/18,30/03/19
557,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,13:55,28/10/18,30/03/19
244,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:00,16:10,28/10/18,30/03/19
292,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,17:25,28/10/18,30/03/19
7257,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:40,,30/11/18,01/01/19
573,TestIndigo,Kolkata,Guwahati,Friday,20:10,,03/11/18,30/03/19
573,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",20:10,21:25,28/10/18,29/03/19
7257,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:35,,02/01/19,30/03/19
7236,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:15,20:35,10/11/18,31/12/18
7236,TestIndigo,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:15,,01/01/19,30/03/19
872,TestIndigo,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:50,,28/10/18,29/03/19
872,TestIndigo,Hyderabad,Chennai,Saturday,4:50,,28/10/18,28/10/18
7101,TestIndigo,Hyderabad,Chennai,Saturday,7:10,,28/10/18,28/10/18
7101,TestIndigo,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:20,,28/10/18,29/03/19
791,TestIndigo,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:40,10:00,28/10/18,30/03/19
311,TestIndigo,Hyderabad,Chennai,Friday,14:05,15:20,03/11/18,30/03/19
3174,TestIndigo,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:40,19:50,28/10/18,30/03/19
865,TestIndigo,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:25,23:40,28/10/18,30/03/19
121,TestIndigo,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:50,,28/10/18,30/03/19
513,TestIndigo,Thiruvananthapuram,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:05,8:40,28/10/18,30/03/19
315,TestIndigo,Thiruvananthapuram,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:40,12:15,28/10/18,30/03/19
343,TestIndigo,Thiruvananthapuram,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:35,21:55,28/10/18,30/03/19
2128,TestIndigo,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",2:05,4:55,28/10/18,30/03/19
2403,TestIndigo,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",3:55,6:35,28/10/18,30/03/19
2985,TestIndigo,Delhi,Chennai,Saturday,6:25,,28/10/18,28/10/18
2985,TestIndigo,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:25,,29/10/18,30/03/19
2606,TestIndigo,Delhi,Chennai,Saturday,7:15,,28/10/18,28/10/18
2606,TestIndigo,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:15,,29/10/18,30/03/19
2859,TestIndigo,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:30,11:20,28/10/18,30/03/19
2443,TestIndigo,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:55,12:45,28/10/18,30/03/19
2315,TestIndigo,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:20,19:15,28/10/18,30/03/19
2694,TestIndigo,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:05,20:55,28/10/18,30/03/19
2162,TestIndigo,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:35,,28/10/18,30/03/19
2519,TestIndigo,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:45,,28/10/18,30/03/19
441,TestIndigo,Varanasi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:25,,28/10/18,30/11/18
441,TestIndigo,Varanasi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:25,,01/12/18,15/02/19
441,TestIndigo,Varanasi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:25,,16/02/19,30/03/19
182,TestIndigo,Bhubaneswar,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,,28/10/18,30/03/19
795,TestIndigo,Bhubaneswar,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,,28/10/18,30/03/19
756,TestIndigo,Bhubaneswar,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:45,16:40,28/10/18,30/03/19
7131,TestIndigo,Calicut,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:25,13:00,28/10/18,30/03/19
7229,TestIndigo,Calicut,Chennai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:30,19:20,25/11/18,30/03/19
7165,TestIndigo,Calicut,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:40,,28/10/18,30/03/19
314,TestIndigo,Nagpur,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:50,,28/10/18,30/03/19
7215,TestIndigo,Madurai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:55,9:30,28/10/18,30/03/19
7217,TestIndigo,Madurai,Chennai,Monday,11:40,13:05,30/10/18,26/03/19
7194,TestIndigo,Madurai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:50,13:20,28/10/18,30/03/19
7196,TestIndigo,Madurai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:40,,28/10/18,30/03/19
7198,TestIndigo,Madurai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:10,20:30,28/10/18,30/03/19
7212,TestIndigo,Madurai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:10,,28/10/18,30/03/19
518,TestIndigo,Lucknow,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,,28/10/18,30/03/19
269,TestIndigo,Kochi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:20,9:35,28/10/18,30/03/19
141,TestIndigo,Kochi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:50,12:05,28/10/18,30/03/19
301,TestIndigo,Kochi,Chennai,Saturday,12:00,13:15,02/12/18,24/03/19
305,TestIndigo,Kochi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:05,13:10,28/10/18,30/03/19
571,TestIndigo,Kochi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",13:15,14:30,28/10/18,29/03/19
571,TestIndigo,Kochi,Chennai,Friday,13:55,15:10,03/11/18,30/03/19
612,TestIndigo,Kochi,Chennai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:55,18:10,28/10/18,30/03/19
755,TestIndigo,Kochi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:35,,28/10/18,30/03/19
386,TestIndigo,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",0:10,,28/10/18,30/03/19
229,TestIndigo,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:10,8:10,28/10/18,30/03/19
3834,TestIndigo,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:40,11:40,28/10/18,30/03/19
768,TestIndigo,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:40,16:40,28/10/18,30/03/19
675,TestIndigo,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,21:30,28/10/18,30/03/19
459,TestIndigo,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:05,,28/10/18,30/03/19
881,TestIndigo,Visakhapatnam,Chennai,Friday,12:10,,03/11/18,30/03/19
881,TestIndigo,Visakhapatnam,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",12:10,,28/10/18,29/03/19
512,TestIndigo,Visakhapatnam,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:55,16:20,28/10/18,30/03/19
256,TestIndigo,Visakhapatnam,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:50,,08/11/18,30/03/19
757,TestIndigo,Visakhapatnam,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:10,,01/12/18,15/12/18
538,TestIndigo,Visakhapatnam,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:55,,28/10/18,30/11/18
437,TestIndigo,Amritsar,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:15,22:15,30/04/19,26/10/19
7124,TestIndigo,Rajahmundry,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,17:45,28/10/18,30/03/19
624,TestIndigo,Port Blair,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:10,13:25,28/10/18,30/03/19
238,TestIndigo,Ahmedabad,Chennai,Monday,9:45,12:20,30/10/18,26/03/19
238,TestIndigo,Ahmedabad,Chennai,"Sunday,Tuesday,Wednesday,Thursday,Friday",9:45,12:20,29/10/18,30/03/19
238,TestIndigo,Ahmedabad,Chennai,Saturday,9:50,,28/10/18,24/03/19
856,TestIndigo,Ahmedabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:30,,28/10/18,30/03/19
