flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
316,TestIndigo,Guwahati,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:35,20:55,28/10/18,30/03/19
851,TestIndigo,Chennai,Bengaluru,Saturday,1:30,,28/10/18,28/10/18
851,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",1:30,,29/10/18,30/03/19
603,TestIndigo,Chennai,Bengaluru,Saturday,3:20,,28/10/18,28/10/18
7213,TestIndigo,Chennai,Bengaluru,Saturday,4:10,,28/10/18,28/10/18
7213,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:10,,29/10/18,30/03/19
271,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:15,10:20,28/10/18,30/03/19
253,TestIndigo,Chennai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:55,,28/10/18,30/03/19
238,TestIndigo,Chennai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,,29/10/18,30/03/19
119,TestIndigo,Chennai,Bengaluru,Saturday,13:55,14:55,28/10/18,24/03/19
119,TestIndigo,Chennai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday",13:55,14:55,29/10/18,30/03/19
847,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:55,17:55,28/10/18,30/03/19
7224,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:30,19:40,28/10/18,30/03/19
232,TestIndigo,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15,22:15,28/10/18,30/03/19
662,TestIndigo,Hubli,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",17:55,,29/10/18,30/03/19
662,TestIndigo,Hubli,Bengaluru,Saturday,18:15,19:15,28/10/18,24/03/19
2066,TestIndigo,Surat,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:50,10:40,28/10/18,30/03/19
312,TestIndigo,Coimbatore,Bengaluru,Monday,9:40,10:45,30/10/18,26/03/19
347,TestIndigo,Coimbatore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,15:35,28/10/18,30/03/19
347,TestIndigo,Coimbatore,Bengaluru,Monday,18:05,19:10,30/10/18,26/03/19
355,TestIndigo,Coimbatore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:55,,28/10/18,30/03/19
525,TestIndigo,Agartala,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,,30/11/18,30/03/19
525,TestIndigo,Agartala,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,,31/03/19,26/10/19
7161,TestIndigo,Tiruchirappalli,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:00,9:05,28/10/18,30/03/19
617,TestIndigo,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",2:05,,28/10/18,30/03/19
477,TestIndigo,Goa,Bengaluru,Friday,5:25,6:35,03/11/18,30/03/19
477,TestIndigo,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",8:15,9:20,28/10/18,29/03/19
714,TestIndigo,Goa,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:30,,28/10/18,30/11/18
714,TestIndigo,Goa,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:30,,01/12/18,15/02/19
714,TestIndigo,Goa,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:30,,16/02/19,30/03/19
281,TestIndigo,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15,,28/10/18,30/03/19
6323,TestIndigo,Goa,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:10,,28/10/18,30/03/19
379,TestIndigo,Kolkata,Bengaluru,Saturday,5:30,,28/10/18,28/10/18
379,TestIndigo,Kolkata,Bengaluru,Saturday,5:30,,04/11/18,24/03/19
379,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",5:30,,29/10/18,30/03/19
345,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:35,12:20,28/10/18,30/03/19
822,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:10,12:55,28/10/18,30/03/19
958,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,17:05,28/10/18,30/03/19
994,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:10,17:45,28/10/18,30/03/19
6965,TestIndigo,Kolkata,Bengaluru,Monday,15:20,,30/10/18,26/03/19
6965,TestIndigo,Kolkata,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:20,17:55,28/10/18,30/03/19
875,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:15,,28/10/18,30/03/19
342,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:25,,28/10/18,30/03/19
716,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:25,,28/10/18,30/11/18
716,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:25,,01/12/18,15/02/19
716,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:25,,16/02/19,30/03/19
506,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:10,,28/10/18,30/03/19
6142,TestIndigo,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:30,,28/10/18,30/03/19
897,TestIndigo,Mangalore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:05,,28/10/18,30/03/19
178,TestIndigo,Mangalore,Bengaluru,Monday,7:40,,30/10/18,26/03/19
877,TestIndigo,Mangalore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:55,,28/10/18,30/03/19
7201,TestIndigo,Hyderabad,Vijayawada,Saturday,6:05,,28/10/18,28/10/18
7201,TestIndigo,Hyderabad,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:20,,28/10/18,29/03/19
7205,TestIndigo,Hyderabad,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,14:25,28/10/18,30/03/19
7211,TestIndigo,Hyderabad,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35,20:40,28/10/18,30/03/19
423,TestIndigo,Delhi,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:10,15:30,28/10/18,30/03/19
7204,TestIndigo,Bengaluru,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00,11:35,28/10/18,30/03/19
7134,TestIndigo,Bengaluru,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:30,20:10,28/10/18,30/03/19
7204,TestIndigo,Bengaluru,Vijayawada,Monday,9:55,,02/04/19,22/10/19
7204,TestIndigo,Bengaluru,Vijayawada,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00,11:30,31/03/19,26/10/19
7132,TestIndigo,Chennai,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:35,15:10,28/10/18,30/03/19
7208,TestIndigo,Chennai,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:30,17:55,28/10/18,30/03/19
7231,TestIndigo,Chennai,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,19:10,25/11/18,30/03/19
717,TestIndigo,Hyderabad,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",8:20,,28/10/18,29/03/19
421,TestIndigo,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:20,9:05,28/10/18,30/03/19
509,TestIndigo,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,13:50,28/10/18,30/03/19
6325,TestIndigo,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",15:35,17:25,28/10/18,29/03/19
6325,TestIndigo,Delhi,Ranchi,Friday,15:35,17:25,03/11/18,30/03/19
5097,TestIndigo,Delhi,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:15,20:10,28/10/18,30/03/19
499,TestIndigo,Patna,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:35,14:25,01/11/18,30/03/19
485,TestIndigo,Patna,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:55,15:50,28/10/18,30/03/19
787,TestIndigo,Patna,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,16:15,28/10/18,30/03/19
498,TestIndigo,Bengaluru,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:25,7:50,01/11/18,30/03/19
822,TestIndigo,Bengaluru,Ranchi,Monday,5:35,,29/10/18,25/03/19
822,TestIndigo,Bengaluru,Ranchi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:35,,29/10/18,30/03/19
106,TestIndigo,Bengaluru,Ranchi,"Tuesday,Wednesday,Thursday,Friday",19:20,,31/10/18,30/03/19
106,TestIndigo,Bengaluru,Ranchi,"Sunday,Monday,Saturday",19:20,,28/10/18,26/03/19
822,TestIndigo,Bengaluru,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:50,,31/03/19,25/10/19
3955,TestIndigo,Kolkata,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:20,6:30,01/12/18,15/02/19
344,TestIndigo,Kolkata,Ranchi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:35,12:40,28/10/18,30/03/19
997,TestIndigo,Kolkata,Ranchi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:40,19:25,28/10/18,30/03/19
997,TestIndigo,Kolkata,Ranchi,Monday,18:50,19:25,30/10/18,26/03/19
416,TestIndigo,Hyderabad,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:55,,29/10/18,30/03/19
416,TestIndigo,Hyderabad,Indore,Saturday,4:55,,28/10/18,28/10/18
656,TestIndigo,Delhi,Indore,Saturday,5:25,,28/10/18,28/10/18
656,TestIndigo,Delhi,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:25,,29/10/18,30/03/19
733,TestIndigo,Delhi,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:05,12:30,28/10/18,30/03/19
436,TestIndigo,Delhi,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:00,18:25,28/10/18,30/03/19
646,TestIndigo,Delhi,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35,21:00,28/10/18,30/03/19
509,TestIndigo,Nagpur,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:15,,28/10/18,30/03/19
388,TestIndigo,Nagpur,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:10,,28/10/18,30/03/19
438,TestIndigo,Lucknow,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:30,9:00,28/10/18,30/03/19
496,TestIndigo,Mumbai,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:35,,28/10/18,30/03/19
181,TestIndigo,Mumbai,Indore,Saturday,12:05,13:25,28/10/18,24/03/19
741,TestIndigo,Mumbai,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:00,16:15,28/10/18,30/03/19
225,TestIndigo,Mumbai,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,20:50,28/10/18,30/03/19
704,TestIndigo,Ahmedabad,Indore,Monday,12:25,13:25,30/10/18,26/03/19
811,TestIndigo,Bengaluru,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",4:55,,29/10/18,30/03/19
702,TestIndigo,Bengaluru,Indore,Monday,8:30,10:25,30/10/18,26/03/19
702,TestIndigo,Bengaluru,Indore,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:30,10:25,28/10/18,30/03/19
807,TestIndigo,Bengaluru,Indore,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,,10/12/18,30/03/19
807,TestIndigo,Bengaluru,Indore,Monday,18:05,,11/12/18,26/03/19
691,TestIndigo,Bengaluru,Indore,Saturday,19:55,,28/10/18,24/03/19
691,TestIndigo,Bengaluru,Indore,"Tuesday,Wednesday,Thursday,Friday",19:55,,31/10/18,30/03/19
691,TestIndigo,Bengaluru,Indore,"Sunday,Monday",19:55,,29/10/18,26/03/19
988,TestIndigo,Bengaluru,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:15,,28/10/18,30/03/19
702,TestIndigo,Bengaluru,Indore,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:30,10:25,31/03/19,26/10/19
807,TestIndigo,Bengaluru,Indore,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:25,15:30,31/03/19,26/10/19
245,TestIndigo,Raipur,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:30,10:05,28/10/18,30/03/19
708,TestIndigo,Raipur,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:15,18:35,28/10/18,30/03/19
143,TestIndigo,Chennai,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,19:10,28/10/18,30/03/19
252,TestIndigo,Goa,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,14:50,28/10/18,30/03/19
378,TestIndigo,Kolkata,Indore,Saturday,14:25,,28/10/18,24/03/19
378,TestIndigo,Kolkata,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:25,,29/10/18,30/11/18
378,TestIndigo,Kolkata,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:25,,16/02/19,30/03/19
378,TestIndigo,Kolkata,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:30,,01/12/18,15/02/19
285,TestIndigo,Hyderabad,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:10,,29/10/18,30/11/18
285,TestIndigo,Hyderabad,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:10,,02/12/18,30/03/19
285,TestIndigo,Hyderabad,Vadodara,Sunday,5:10,,29/10/18,29/10/18
285,TestIndigo,Hyderabad,Vadodara,Saturday,5:10,,28/10/18,28/10/18
2702,TestIndigo,Delhi,Vadodara,Saturday,5:05,,28/10/18,28/10/18
2702,TestIndigo,Delhi,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:05,,29/10/18,30/03/19
2064,TestIndigo,Delhi,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:55,15:40,28/10/18,30/03/19
2698,TestIndigo,Delhi,Vadodara,Friday,18:45,,03/11/18,30/03/19
2698,TestIndigo,Delhi,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",18:45,,28/10/18,29/03/19
567,TestIndigo,Mumbai,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:25,7:35,28/10/18,30/03/19
621,TestIndigo,Mumbai,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,16:40,28/10/18,30/03/19
747,TestIndigo,Bengaluru,Vadodara,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:30,,28/10/18,30/03/19
747,TestIndigo,Bengaluru,Vadodara,Monday,19:30,,30/10/18,26/03/19
7252,TestIndigo,Guwahati,Silchar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:40,10:55,02/01/19,30/03/19
7249,TestIndigo,Kolkata,Silchar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",2:35,11:15,30/11/18,01/01/19
7249,TestIndigo,Kolkata,Silchar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",3:55,8:30,02/01/19,30/03/19
5998,TestIndigo,Bengaluru,Allahabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30,,28/10/18,30/03/19
5998,TestIndigo,Bengaluru,Allahabad,Monday,10:30,13:00,02/04/19,22/10/19
7987,TestIndigo,Raipur,Allahabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,14:30,28/10/18,30/03/19
7988,TestIndigo,Kolkata,Allahabad,Saturday,5:30,,28/10/18,28/10/18
7988,TestIndigo,Kolkata,Allahabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:30,,29/10/18,30/03/19
472,TestIndigo,Hyderabad,Raipur,Sunday,4:45,,17/12/18,11/02/19
384,TestIndigo,Hyderabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:55,9:10,28/10/18,30/03/19
334,TestIndigo,Hyderabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:15,11:45,28/10/18,30/03/19
297,TestIndigo,Hyderabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:20,17:40,28/10/18,30/03/19
466,TestIndigo,Hyderabad,Raipur,Monday,17:20,18:35,30/10/18,26/03/19
466,TestIndigo,Hyderabad,Raipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:50,19:10,28/10/18,30/03/19
471,TestIndigo,Hyderabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,20:40,28/10/18,30/03/19
2757,TestIndigo,Delhi,Raipur,Saturday,6:50,,28/10/18,28/10/18
2757,TestIndigo,Delhi,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:50,,29/10/18,30/03/19
2393,TestIndigo,Delhi,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8:30,10:15,28/10/18,30/03/19
2201,TestIndigo,Delhi,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:30,14:15,28/10/18,30/03/19
2912,TestIndigo,Delhi,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:30,19:15,28/10/18,30/03/19
7234,TestIndigo,Bhubaneswar,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,18:20,01/01/19,30/03/19
801,TestIndigo,Mumbai,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",9:25,11:15,28/10/18,30/03/19
324,TestIndigo,Mumbai,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:25,16:15,28/10/18,30/03/19
712,TestIndigo,Mumbai,Raipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,18:40,01/12/18,15/02/19
712,TestIndigo,Mumbai,Raipur,Monday,16:45,18:40,04/12/18,12/02/19
6405,TestIndigo,Bengaluru,Raipur,Monday,5:15,,30/10/18,11/12/18
6405,TestIndigo,Bengaluru,Raipur,Monday,5:15,,18/12/18,26/03/19
405,TestIndigo,Bengaluru,Raipur,Sunday,7:50,,02/12/18,09/12/18
405,TestIndigo,Bengaluru,Raipur,"Tuesday,Wednesday,Thursday,Friday,Saturday",7:50,,05/12/18,16/12/18
405,TestIndigo,Bengaluru,Raipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:50,,29/10/18,02/12/18
405,TestIndigo,Bengaluru,Raipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:50,,17/12/18,30/03/19
828,TestIndigo,Bengaluru,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:05,20:55,28/10/18,30/03/19
6405,TestIndigo,Bengaluru,Raipur,Monday,6:00,,01/04/19,21/10/19
405,TestIndigo,Bengaluru,Raipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:50,9:50,31/03/19,26/10/19
811,TestIndigo,Indore,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",7:40,9:00,28/10/18,30/03/19
252,TestIndigo,Indore,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:20,16:35,28/10/18,30/03/19
7986,TestIndigo,Allahabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:15,12:30,28/10/18,30/03/19
7989,TestIndigo,Allahabad,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:05,12:00,15/06/19,26/10/19
796,TestIndigo,Chennai,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",2:55,,28/10/18,29/03/19
574,TestIndigo,Chennai,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:50,,28/10/18,30/03/19
245,TestIndigo,Kolkata,Raipur,Saturday,5:35,,28/10/18,28/10/18
245,TestIndigo,Kolkata,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",5:35,,29/10/18,30/03/19
708,TestIndigo,Kolkata,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:20,16:45,28/10/18,30/03/19
7183,TestIndigo,Chennai,Tuticorin,Saturday,6:00,,28/10/18,28/10/18
7183,TestIndigo,Chennai,Tuticorin,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",6:00,,29/10/18,30/03/19
7185,TestIndigo,Chennai,Tuticorin,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:25,,28/10/18,30/03/19
7187,TestIndigo,Chennai,Tuticorin,Friday,14:40,,03/11/18,30/03/19
7187,TestIndigo,Chennai,Tuticorin,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",14:40,,28/10/18,29/03/19
269,TestIndigo,Hyderabad,Chandigarh,Monday,11:50,,30/10/18,26/03/19
269,TestIndigo,Hyderabad,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,14:25,28/10/18,30/03/19
545,TestIndigo,Delhi,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",6:40,7:25,29/10/18,30/11/18
545,TestIndigo,Delhi,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",6:40,7:25,16/02/19,30/03/19
937,TestIndigo,Delhi,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",13:35,14:30,29/10/18,30/03/19
495,TestIndigo,Mumbai,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",9:20,11:40,29/10/18,30/03/19
734,TestIndigo,Mumbai,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:45,14:05,29/10/18,30/03/19
3514,TestIndigo,Bengaluru,Chandigarh,Monday,4:35,,30/10/18,20/11/18
3514,TestIndigo,Bengaluru,Chandigarh,Monday,4:35,,19/02/19,19/03/19
3512,TestIndigo,Bengaluru,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday",7:10,,29/10/18,29/11/18
3512,TestIndigo,Bengaluru,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday",7:10,,15/02/19,29/03/19
592,TestIndigo,Bengaluru,Chandigarh,Monday,9:20,12:30,30/10/18,26/03/19
592,TestIndigo,Bengaluru,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,,01/12/18,15/02/19
592,TestIndigo,Bengaluru,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,,28/10/18,30/11/18
592,TestIndigo,Bengaluru,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,,16/02/19,30/03/19
6512,TestIndigo,Bengaluru,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday",7:10,10:15,01/04/19,26/10/19
592,TestIndigo,Bengaluru,Chandigarh,Monday,9:20,12:30,02/04/19,22/10/19
6514,TestIndigo,Bengaluru,Chandigarh,Monday,9:40,13:00,02/04/19,22/10/19
592,TestIndigo,Bengaluru,Chandigarh,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,15:00,31/03/19,26/10/19
372,TestIndigo,Kolkata,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",4:50,,29/10/18,30/11/18
372,TestIndigo,Kolkata,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",4:50,,16/02/19,30/03/19
6372,TestIndigo,Kolkata,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",4:50,,01/12/18,15/02/19
376,TestIndigo,Srinagar,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",9:30,,29/10/18,30/11/18
376,TestIndigo,Srinagar,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",9:30,,16/02/19,30/03/19
241,TestIndigo,Hyderabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",2:30,,29/10/18,15/12/18
241,TestIndigo,Hyderabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",2:30,,18/02/19,30/03/19
241,TestIndigo,Hyderabad,Pune,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",2:30,,18/12/18,17/02/19
241,TestIndigo,Hyderabad,Pune,Saturday,2:30,,16/12/18,16/12/18
241,TestIndigo,Hyderabad,Pune,Sunday,2:30,,17/12/18,11/02/19
241,TestIndigo,Hyderabad,Pune,Saturday,2:30,,28/10/18,28/10/18
311,TestIndigo,Hyderabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",10:05,,28/10/18,29/03/19
496,TestIndigo,Hyderabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",14:25,15:40,28/10/18,29/03/19
118,TestIndigo,Hyderabad,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:05,23:15,28/10/18,30/03/19
177,TestIndigo,Delhi,Pune,Saturday,2:20,,28/10/18,28/10/18
